score_id,pilot_id,corpus_id,content_type,risk_level,tool_anon,dimension,human_severity,human_notes,ai_severity,ai_notes,correction_note,status
S134,PILOT-012,UI-009,UI文本,High,A,Accuracy,Neutral,"原文核心命题完整：禁用PIN的前提条件是记录recovery phrase，目的是确保可恢复账户。条件逻辑（before...must）和目的关系（to ensure）均准确传达。
三问路径：Q1，读者无需停顿 → 定级 Neutral",Neutral,原文命题清单：①禁用 PIN 的前置条件是记录 payments recovery phrase；②记录该短语的目的是确保能够恢复 payments account。译文表现判定：译文完整、准确地传达了上述两个命题，逻辑关系（Before...must...to ensure）对应正确，无遗漏或增添信息。'payments recovery phrase' 译为'付款恢复短语'、'payments account' 译为'付款账户'均为直译，在缺乏特定产品术语表的情况下，该译法准确传递了原文指代对象，未造成命题扭曲。增译类型标注：无。三问路径：Q1 读过去完全无需停顿，语义清晰流畅，直接定级 Neutral。维度交叉备注：无术语误译导致心理模型偏移的情况。结论：Neutral。,,ok
S135,PILOT-012,UI-009,UI文本,High,A,Locale Conventions,Neutral,本条为安全功能说明，不含货币、日期、数字格式等locale敏感元素。三问路径：Q1判定，读者无需停顿、无感知异样，直接定级Neutral。结论：Neutral，无Locale问题。,Neutral,格式元素核查：译文为纯文本UI提示，不包含数字、货币、日期时间、度量单位等需本地化的数据类元素。标点排版方面，中文逗号与句号使用规范，全半角字符无误，中英文混排间距符合中文排版惯例。偏离说明：未发现任何Locale Conventions维度的格式偏离。三问路径：Q1判定，读者阅读流畅，无需停顿辨析格式含义，直接定级Neutral。结论：Neutral，所有格式元素均符合目标地区惯例。,,ok
S136,PILOT-012,UI-009,UI文本,High,A,Audience Appropriateness,Neutral,使用您加付款恢复短语。安全与隐私类UI文本使用正式称呼您为中国惯例，如支付宝与微信支付安全设置均使用您（行业观察）。语气适当。三问路径：Q1判定，读者无需停顿、无感知异样，直接定级Neutral。结论：Neutral，无Audience问题。,Neutral,"适配性核查：译文为金融安全类 UI 提示文本，使用""您""作为称呼符合中文金融与安全场景的沟通规范（行业观察：支付宝、微信支付等安全设置均使用""您""）。语域正式、严谨，与 PIN 码管理及账户恢复的高风险操作场景匹配。""付款恢复短语""虽为直译，但在加密货币或数字钱包语境下属于可接受的功能性描述，未构成文化隐喻误用或理解障碍。三问路径：Q1 判定，目标受众阅读该提示时无需停顿辨析，语义清晰且语气得体；Q2 不适用。维度交叉备注：若""付款恢复短语""存在术语规范争议，归 Terminology 维度评估，本维度仅确认其不构成受众接受度问题。结论：Neutral，内容在目标文化语境下自然恰当，无理解或接受障碍。",,ok
S137,PILOT-012,UI-009,UI文本,High,B,Terminology,Neutral,术语核查：本条为支付安全提示。PIN译为PIN码，加码处理符合中文习惯；payments recovery phrase译为支付助记词，助记词为加密货币钱包与安全领域通行术语，判断基准取加密安全领域通行惯例；payments account译为支付账户，可理解。替换测试：读者能准确理解禁用PIN前须备份恢复短语的操作要求，无理解障碍。三问路径：Q1判定，读者读过去无需停顿、无感知异样，直接定级Neutral。结论：Neutral，无术语问题。类型标注：无术语问题。,Neutral,术语核查：PIN 译为 PIN 码，符合中文 UI 安全设置惯例；payments recovery phrase 译为支付助记词，准确对应加密/金融账户恢复场景的行业标准译法；payments account 译为支付账户，为通用且准确的金融术语。译文内各术语译法统一，无语义缩小或扩大。替换测试：目标受众阅读流畅，术语识别无歧义。三问路径：Q1 判定无需停顿，直接定级 Neutral。结论：术语译法准确且一致，无适配问题。类型标注：无术语问题。,,ok
S138,PILOT-012,UI-009,UI文本,High,B,Accuracy,Neutral,"原文核心命题完整：禁用PIN的前提条件是记录recovery phrase，目的是确保可恢复账户。""PIN码""""支付助记词""均为准确的概念传达，条件逻辑和目的关系无损。
三问路径：Q1，读者无需停顿 → 定级 Neutral。",Neutral,原文命题清单：①禁用 PIN 码的前置条件是记录 payments recovery phrase；②记录该短语的目的是确保能够恢复支付账户。译文表现判定：译文完整对应上述两个命题，'payments recovery phrase'译为'支付助记词'符合行业惯例且未改变命题实质，'ensure you can recover'准确传达为'以确保可以恢复'，无遗漏、增添或扭曲。增译类型标注：无。三问路径：Q1 读过去完全无需停顿、无感知异样，直接定级 Neutral。维度交叉备注：无术语误译导致心理模型偏移的情况。结论：Neutral。,,ok
S139,PILOT-012,UI-009,UI文本,High,B,Locale Conventions,Neutral,本条为安全功能说明，不含货币、日期、数字格式等locale敏感元素。三问路径：Q1判定，读者无需停顿、无感知异样，直接定级Neutral。结论：Neutral，无Locale问题。,Neutral,格式元素核查：译文包含英文缩写 PIN，但 PIN 码在简体中文 UI 中为标准通用写法，无需翻译为个人识别码；助记词、支付账户等术语格式规范。未发现数字、货币、日期、度量单位或标点排版等需本地化的数据类元素。偏离说明：无格式偏离。三问路径：Q1 判定读者阅读流畅，无需停顿辨析，所有格式元素均符合目标地区惯例。结论：Neutral。,,ok
S140,PILOT-012,UI-009,UI文本,High,B,Audience Appropriateness,Neutral,使用您加PIN码和支付助记词。助记词为加密货币与安全领域专业用语，面向有安全意识的用户群体准确。称呼和语气适切。三问路径：Q1判定，读者无需停顿、无感知异样，直接定级Neutral。结论：Neutral，无Audience问题。,Neutral,"适配性核查：译文为金融安全类 UI 提示文本，使用""您""作为称呼符合中文金融与安全场景的沟通规范（行业观察：支付宝、微信支付等安全设置均使用""您""）。""支付助记词""准确对应 payments recovery phrase，属 Web3 与加密钱包领域标准术语。语域正式、严谨，与账户恢复这一高风险操作场景完全匹配。三问路径：Q1 判定，目标受众阅读该提示时无需停顿，表达自然且符合行业惯例。维度交叉备注：本维度仅评估受众适配性，不涉及术语准确性或格式问题。结论：Neutral，内容在目标文化语境下自然恰当，无理解或接受障碍。",,ok
S141,PILOT-012,UI-009,UI文本,High,C,Terminology,Neutral,术语核查：本条为支付安全提示。PIN保留原文；payments recovery phrase译为支付恢复短语，语义准确；payments account译为支付账户，表达正确。替换测试：读者能准确理解禁用PIN前须备份恢复短语的操作要求，无理解障碍。三问路径：Q1判定，读者读过去无需停顿、无感知异样，直接定级Neutral。结论：Neutral，无术语问题。类型标注：无术语问题。,Neutral,术语核查：译文涉及 PIN、payments recovery phrase、payments account 三个核心术语。PIN 保留英文缩写，符合金融安全类 UI 惯例；payments recovery phrase 译为“支付恢复短语”，payments account 译为“支付账户”，译法准确且与原文语义边界一致。单条译文内术语前后统一，未发现同一术语多种译法或撞车风险。替换测试：目标受众为数字钱包/加密资产用户，“恢复短语”与“支付账户”均为该领域标准中文表述，阅读流畅无歧义。三问路径：Q1 判定无需停顿，直接定级 Neutral。结论：术语译法准确、一致且符合行业惯例，无术语问题。,,ok
S142,PILOT-012,UI-009,UI文本,High,C,Accuracy,Neutral,"原文核心命题完整：禁用PIN的前提条件是记录recovery phrase，目的是确保可恢复账户。""能够恢复""与原文""you are able to""相比省略了主语""您""，但不改变命题含义。
三问路径：Q1，读者无需停顿 → 定级 Neutral。",Neutral,原文命题清单：①禁用 PIN 前必须记录 payments recovery phrase；②记录该短语的目的是确保能够恢复 payments account。译文表现判定：译文完整对应上述两个命题，条件关系（Before...must）、动作（record）、对象（payments recovery phrase → 支付恢复短语）、目的（ensure you can recover → 以确保能够恢复）均准确传达，无遗漏、增添或扭曲。增译类型标注：无。三问路径：Q1 读过去完全无需停顿，语义清晰自然，直接定级 Neutral。维度交叉备注：无术语误译导致心理模型偏移的情况。结论：Neutral。,,ok
S143,PILOT-012,UI-009,UI文本,High,C,Locale Conventions,Neutral,本条为安全功能说明，不含货币、日期、数字格式等locale敏感元素。三问路径：Q1判定，读者无需停顿、无感知异样，直接定级Neutral。结论：Neutral，无Locale问题。,Neutral,格式元素核查：译文为纯文本UI提示，不包含数字、货币、日期时间、度量单位等需本地化的数据类元素。标点排版方面，中文逗号与句号使用规范，全半角字符正确，未发现三点省略号等非标准标点。偏离说明：未发现任何Locale Conventions维度的格式偏离。三问路径：Q1判定，读者阅读流畅，无需停顿辨析格式含义；Q2不适用。结论：Neutral，所有格式元素均符合简体中文惯例。,,ok
S144,PILOT-012,UI-009,UI文本,High,C,Audience Appropriateness,Neutral,使用您加支付恢复短语，称呼与语气适切。能够恢复省略主语您，在UI安全提示中不影响理解，符合中文无主语句习惯。三问路径：Q1判定，读者无需停顿、无感知异样，直接定级Neutral。结论：Neutral，无Audience问题。,Neutral,"适配性核查：译文为金融安全类 UI 提示文本，使用""您""作为称呼符合中文金融与安全场景的沟通规范（行业观察：支付宝、微信支付安全设置均用""您""）。""支付恢复短语""与""支付账户""表达清晰，语域正式且匹配产品安全警告场景。三问路径：Q1 判定，目标受众阅读该提示时无需停顿辨析，语义即时理解；Q2 不适用。维度交叉备注：未发现语域偏离或文化敏感问题。结论：Neutral，内容在目标文化语境下自然恰当，无理解或接受障碍。",,ok
S145,PILOT-013,UI-012,UI文本,Medium,A,Terminology,Neutral,术语核查：本条为Signal应用权限提示。品牌名Signal保留原文；Location译为位置，Permissions译为权限，均为移动设备简体中文界面权限项的通行表达。替换测试：用户能准确找到系统设置中的对应权限项，无理解障碍。三问路径：Q1判定，读者读过去无需停顿、无感知异样，直接定级Neutral。结论：Neutral，无术语问题。类型标注：无术语问题。,Neutral,"术语核查：译文涉及品牌词 Signal、系统权限术语 Location permission/Permissions/Location、UI 导航词 app settings menu。Signal 保留英文原名，符合品牌规范；""位置权限""""权限""""位置""均为 Android/iOS 简体中文系统设置中的标准译法，与原文语义边界完全对应；""应用设置菜单""准确对应 app settings menu，未缩小或扩大含义。全文术语前后一致，无撞车风险。替换测试：用户阅读译文可直接定位系统设置路径，无需二次确认。三问路径：Q1 判定为无需停顿，术语准确且符合平台惯例，直接定级 Neutral。结论：无术语问题。类型标注：无术语问题。",,ok
S146,PILOT-013,UI-012,UI文本,Medium,A,Accuracy,Neutral,"原文含四个命题，全部准确保留：①Signal需要位置权限来附加位置信息；②该权限已被永久拒绝；③需前往系统设置；④选择权限并启用位置。
三问路径：Q1，读者无需停顿 → 定级 Neutral",Neutral,"原文命题清单：①Signal 需要位置权限才能附加位置；②该权限已被永久拒绝；③请前往应用设置菜单；④选择""Permissions""；⑤启用""Location""。译文表现判定：译文完整准确传达了全部五个命题。""continue to""译为""前往""属于话语连接词的本地化处理，省略了 continue 的""继续""字面义但保留了核心指令""go to/navigate to""，不构成实质性漏译。UI 元素名称""Permissions""和""Location""保留英文或对应中文系统术语均符合 UI 本地化惯例，未改变操作指引的命题内容。增译类型标注：无命题性增译，无修辞性增译。三问路径：Q1 读过去完全无需停顿、无感知异样，直接定级 Neutral。维度交叉备注：无术语误译导致心理模型偏移的情况。结论：Neutral。",,ok
S147,PILOT-013,UI-012,UI文本,Medium,A,Locale Conventions,Neutral,本条为UI权限提示文本，引号内为系统设置项名称，在UI与技术文本中使用引号标注可接受。三问路径：Q1判定，读者无需停顿、无感知异样，直接定级Neutral。结论：Neutral，无Locale问题。,Neutral,格式元素核查：译文包含中文全角逗号、句号及双引号，英文应用名 Signal 与中文之间保留了空格。偏离说明：所有标点符号均符合 GB/T 15834-2011《标点符号用法》规范；UI 菜单项使用双引号标注符合中文本地化惯例；中英文混排间距符合主流中文排版指南。三问路径：Q1 判定，读者阅读流畅，无任何格式异样感，无需停顿辨析；Q2 不适用。维度交叉备注：未发现译文内部格式不一致问题。结论：Neutral，所有格式元素均符合简体中文目标地区惯例。,,ok
S148,PILOT-013,UI-012,UI文本,Medium,A,Audience Appropriateness,Neutral,Android与iOS标准权限提示语言风格。已被永久拒绝为系统权限标准表述。请前往加选择加启用为中文UI引导语标准句式。三问路径：Q1判定，读者无需停顿、无感知异样，直接定级Neutral。结论：Neutral，无Audience问题。,Neutral,适配性核查：译文为标准的移动端权限引导文案，用词符合中文操作系统与应用界面的通用规范。语域/文化偏离说明：'永久拒绝'准确对应 Android/iOS 系统权限状态的技术术语（行业观察：主流 App 权限被拒后的提示均使用此表述），'附加位置信息'与'启用'均为地道 UI 表达，无语域偏移或文化敏感问题。三问路径：Q1 判定，目标受众阅读该指引时无需停顿辨析，理解即时完成。维度交叉备注：本维度仅评估受众接受度，不涉及术语准确性或格式问题。结论：Neutral，内容在目标文化语境下自然恰当，无理解或接受障碍。,,ok
S149,PILOT-013,UI-012,UI文本,Medium,B,Terminology,Neutral,术语核查：本条为Signal应用权限提示。品牌名Signal保留原文；Location译为位置，Permissions译为权限，均为移动设备简体中文界面权限项的通行表达；continue译为继续前往中的继续，为一般动词，不属术语评估范围。替换测试：用户能准确找到系统设置中的对应权限项，无理解障碍。三问路径：Q1判定，读者读过去无需停顿、无感知异样，直接定级Neutral。结论：Neutral，无术语问题。类型标注：无术语问题。,Neutral,"术语核查：译文涉及品牌词 Signal、系统权限术语 Location permission/Permissions/Location、UI 导航词 app settings menu。Signal 保留英文原名，符合品牌规范；""位置权限""""权限""""位置""均为 Android/iOS 简体中文系统设置中的标准译法，与原文一一对应且前后一致；""应用设置菜单""准确对应 app settings menu，符合移动端 UI 惯例。未发现术语误译、一致性缺失或语义边界偏移。三问路径：Q1 判定为无需停顿，术语准确自然，直接定级 Neutral。结论：无术语问题。",,ok
S150,PILOT-013,UI-012,UI文本,Medium,B,Accuracy,Neutral,"原文含四个命题，全部准确保留：①Signal需要位置权限来附加位置信息；②该权限已被永久拒绝；③需前往系统设置；④选择权限并启用位置。""继续前往""中的""继续""对应原文""continue""的proceed义，中文可表达此义，无误导。
三问路径：Q1，读者无需停顿 → 定级 Neutral。",Neutral,"原文命题清单：①Signal 需要位置权限才能附加位置信息；②该权限已被永久拒绝；③请前往应用设置菜单；④选择""Permissions""；⑤启用""Location""。译文表现判定：译文完整、准确传达了上述全部五个命题内容，无遗漏或增添。其中原文 ""Please continue to"" 中的 continue 为话语连接词（proceed 义），译文处理为""请继续前往""虽保留了 continue 的字面形式，但核心指令""前往应用设置菜单""完整清晰，不构成实质性漏译或误译，读者可无障碍理解并执行操作。增译类型标注：无命题性增译或修辞性增译。三问路径：Q1 读过去完全无需停顿、无感知异样，直接定级 Neutral。维度交叉备注：UI 元素名称 Permissions/Location 译为""权限""/""位置""符合中文系统惯例，替换测试通过，不涉及 Accuracy 扣分。结论：Neutral。",,ok
S151,PILOT-013,UI-012,UI文本,Medium,B,Locale Conventions,Neutral,本条为UI权限提示文本，引号内为系统设置项名称，在UI与技术文本中使用引号标注可接受。三问路径：Q1判定，读者无需停顿、无感知异样，直接定级Neutral。结论：Neutral，无Locale问题。,Neutral,"格式元素核查：译文包含UI菜单名称引用，使用了半角双引号（""权限""、""位置""）。偏离说明：根据 GB/T 15834-2011《标点符号用法》，中文行文应使用全角双引号（“”），半角引号为英文格式。但在移动端 UI 文案及系统提示中，受限于字符宽度与开发框架惯例，半角引号用于标记菜单项、按钮名已成为广泛接受的事实格式，且不会造成语义歧义。三问路径：Q1 判定，典型读者阅读流畅，无需停顿辨析；Q2 不适用。结论：Neutral，符合目标地区 UI 文本惯例。",,ok
S152,PILOT-013,UI-012,UI文本,Medium,B,Audience Appropriateness,Neutral,Android与iOS标准权限提示语言风格。已被永久拒绝为系统权限标准表述。请继续前往中继续对应continue的proceed义，在中文UI引导语中自然。三问路径：Q1判定，读者无需停顿、无感知异样，直接定级Neutral。结论：Neutral，无Audience问题。,Neutral,适配性核查：译文为标准的移动端权限引导文案，用词规范、语气中性客观。语域/文化偏离说明：'位置权限''附加位置信息''永久拒绝'均为中文安卓/iOS系统设置及App内提示的惯用表达（行业观察），符合目标受众对功能性UI文本的阅读预期；指令部分'请继续前往...选择...然后启用...'逻辑清晰，礼貌程度适中，无过度口语化或生硬翻译腔。三问路径：Q1判定，读者阅读流畅，无需停顿辨析即可理解操作步骤。维度交叉备注：本维度仅评估受众接受度与语域匹配，不涉及术语准确性或格式问题。结论：内容在目标文化语境下自然恰当，无理解或接受障碍。,,ok
S153,PILOT-013,UI-012,UI文本,Medium,C,Terminology,Neutral,术语核查：本条为Signal应用权限提示。品牌名Signal保留原文；Location译为位置，Permissions译为权限，均为移动设备简体中文界面权限项的通行表达。替换测试：用户能准确找到系统设置中的对应权限项，无理解障碍。三问路径：Q1判定，读者读过去无需停顿、无感知异样，直接定级Neutral。结论：Neutral，无术语问题。类型标注：无术语问题。,Neutral,"术语核查：译文涉及品牌词 Signal、系统权限术语 Location permission/Permissions/Location、UI 导航词 app settings menu。Signal 保留英文原名，符合品牌规范；""位置权限""""权限""""位置""均为 Android/iOS 简体中文系统设置中的标准译法，与原文语义边界完全对应；""应用设置菜单""准确传达 app settings menu 含义且符合中文 UI 惯例。术语一致性：单条译文内""位置权限""与后文""该权限""指代统一，""权限""与""位置""作为菜单项名称译法稳定，无前后矛盾。替换测试：将""位置权限""替换为""定位权限""或""地理位置权限""虽可理解，但""位置权限""更贴合当前主流系统 UI 文案，现有译法已是最优解。三问路径：Q1 判定为无需停顿，术语准确且符合行业惯例，用户阅读流畅无感知异样。维度交叉备注：本维度仅评估术语，不涉及句子通顺度或操作指引完整性。结论：Neutral。类型标注：无术语问题。",,ok
S154,PILOT-013,UI-012,UI文本,Medium,C,Accuracy,Neutral,"原文含四个命题，全部准确保留：①Signal需要位置权限来附加位置信息；②该权限已被永久拒绝；③需前往系统设置；④选择权限并启用位置。译文省略了""continue""仅保留""请前往""，不影响核心指令，用户仍知道要去设置。""continue""在此处为话语连接词，不携带独立命题信息，省略不构成实质性漏译。
三问路径：Q1，读者无需停顿，直接定级Neutral。",Neutral,原文命题清单：①Signal 需要位置权限才能附加位置信息；②该权限已被永久拒绝；③请前往应用设置菜单；④选择“Permissions”；⑤启用“Location”。译文表现判定：译文完整准确传达了全部五个命题。其中原文“Please continue to the app settings menu”中的“continue to”为话语连接词（proceed/go to 义），译文处理为“前往”，核心指令完整保留，不构成实质性漏译。“attach a location”译为“附加位置信息”准确对应原文语义。增译类型标注：无命题性增译或修辞性增译。三问路径：Q1 读过去完全无需停顿、无感知异样，直接定级 Neutral。维度交叉备注：无术语误译导致心理模型偏移的情况。结论：Neutral。,,ok
S155,PILOT-013,UI-012,UI文本,Medium,C,Locale Conventions,Neutral,本条为UI权限提示文本，引号内为系统设置项名称，在UI与技术文本中使用引号标注可接受。三问路径：Q1判定，读者无需停顿、无感知异样，直接定级Neutral。结论：Neutral，无Locale问题。,Neutral,"格式元素核查：译文包含UI菜单名称引用，使用了中文全角双引号""权限""和""位置""，符合GB/T 15834-2011《标点符号用法》关于中文引号的规范；英文与中文之间保留了空格（如 Signal 需要），符合中文本地化排版惯例；句末使用全角句号。未发现数字、货币、日期或度量单位等敏感格式元素。偏离说明：所有格式元素均符合简体中文目标地区惯例，无偏离。三问路径：Q1判定，读者阅读流畅，无需停顿感知异样，定级Neutral。结论：Neutral，格式合规。",,ok
S156,PILOT-013,UI-012,UI文本,Medium,C,Audience Appropriateness,Neutral,Android与iOS标准权限提示语言风格。已被永久拒绝为系统权限标准表述。省略continue不影响引导功能，中文UI中请前往即为完整引导语。三问路径：Q1判定，读者无需停顿、无感知异样，直接定级Neutral。结论：Neutral，无Audience问题。,Neutral,适配性核查：译文为标准的移动端权限引导文案，用词规范、语气中性客观，符合中文用户对系统级提示的阅读预期。语域/文化偏离说明：'附加位置信息''永久拒绝''前往应用设置菜单'均为中文安卓/iOS生态中的惯用表达（行业观察），无语域偏移或文化敏感内容。三问路径：Q1判定，目标受众阅读流畅，无需停顿辨析；Q2不适用。维度交叉备注：无。结论：Neutral，内容在目标文化语境下自然恰当，无理解或接受障碍。,,ok
S157,PILOT-014,UI-004,UI文本,Medium,A,Terminology,Neutral,术语核查：本条为界面取消按钮。Cancel译为取消，为中文界面通用标准译法。替换测试：用户能准确识别取消操作，无理解障碍。三问路径：Q1判定，读者读过去无需停顿、无感知异样，直接定级Neutral。结论：Neutral，无术语问题。类型标注：无术语问题。,Neutral,术语核查：原文 Cancel 为通用 UI 操作词，译文「取消」是中文界面标准对应译法，符合 GB/T 及主流操作系统/应用惯例。术语问题：未发现偏离。正确译法：取消。替换测试：用户看到「取消」可立即识别为终止当前操作，无歧义，测试通过。三问路径：Q1 判定为无需停顿，直接定级 Neutral。维度交叉备注：本条仅评术语维度，不涉及语气或文案风格。结论：Neutral。类型标注：无术语问题。,,ok
S158,PILOT-014,UI-004,UI文本,Medium,A,Accuracy,Neutral,"原文核心命题完整：取消当前操作。""取消""准确对应""Cancel""，命题无损。
三问路径：Q1，读者无需停顿 → 定级 Neutral。",Neutral,"原文命题清单：①执行取消操作。译文表现判定：""取消""准确对应原文 Cancel 的命题内容，无增译、漏译或语义扭曲。三问路径：Q1 读过去完全无需停顿、无感知异样，直接定级 Neutral。结论：Neutral。",,ok
S159,PILOT-014,UI-004,UI文本,Medium,A,Locale Conventions,Neutral,本条为单字按钮文案，不含货币、日期、数字格式等locale敏感元素。三问路径：Q1判定，读者无需停顿、无感知异样，直接定级Neutral。结论：Neutral，无Locale问题。,Neutral,格式元素核查：译文“取消”为纯文本UI按钮标签，不包含数字、货币、日期、度量单位或特殊标点等数据类格式元素。偏离说明：未发现任何本地化格式偏离，译文符合简体中文UI文本惯例。三问路径：Q1判定，读者阅读流畅，完全无需停顿或感知异样；Q2不适用。结论：Neutral，所有格式元素均符合目标地区惯例。,,ok
S160,PILOT-014,UI-004,UI文本,Medium,A,Audience Appropriateness,Neutral,取消是中文UI中Cancel的绝对标准译法，任何受众在任何软件场景下均无理解或接受障碍。三问路径：Q1判定，读者无需停顿、无感知异样，直接定级Neutral。结论：Neutral，无Audience问题。,Neutral,适配性核查：译文“取消”是中文软件界面中对应 Cancel 的标准通用译法，符合所有主流产品的交互规范。语域/文化偏离说明：该表达在中文语境下自然、准确，无任何文化隐喻风险或语域失配。三问路径：Q1判定，目标受众阅读时无需停顿，理解即时完成。结论：Neutral，内容完全适配目标受众与场景。,,ok
S161,PILOT-014,UI-004,UI文本,Medium,B,Terminology,Neutral,术语核查：本条为界面取消按钮。Cancel译为取消，为中文界面通用标准译法。替换测试：用户能准确识别取消操作，无理解障碍。三问路径：Q1判定，读者读过去无需停顿、无感知异样，直接定级Neutral。结论：Neutral，无术语问题。类型标注：无术语问题。,Neutral,术语核查：原文 Cancel 为通用 UI 操作动词，译文「取消」是中文界面标准对应译法，符合 GB/T 及主流操作系统/应用惯例。术语问题：未发现偏离、误译或一致性问题。正确译法：取消。替换测试：用户阅读「取消」可即时识别为终止当前操作流程，无认知负荷，测试通过。三问路径：Q1 判定无需停顿，直接定级 Neutral。维度交叉备注：本维度仅评估术语，不涉及语气或文案风格。结论：Neutral。类型标注：无术语问题。,,ok
S162,PILOT-014,UI-004,UI文本,Medium,B,Accuracy,Neutral,"原文核心命题完整：取消当前操作。""取消""准确对应""Cancel""，命题无损。
三问路径：Q1，读者无需停顿 → 定级 Neutral。",Neutral,"原文命题清单：①执行取消操作。译文表现判定：""取消""准确对应原文 Cancel 的命题内容，无增译、漏译或语义扭曲。三问路径：Q1 读过去完全无需停顿、无感知异样，直接定级 Neutral。结论：Neutral。",,ok
S163,PILOT-014,UI-004,UI文本,Medium,B,Locale Conventions,Neutral,本条为单字按钮文案，不含货币、日期、数字格式等locale敏感元素。三问路径：Q1判定，读者无需停顿、无感知异样，直接定级Neutral。结论：Neutral，无Locale问题。,Neutral,格式元素核查：译文“取消”为纯文本UI按钮标签，不包含数字、货币、日期、度量单位或特殊标点等需本地化的数据类格式元素。偏离说明：未发现任何格式层面的偏离，译文符合简体中文UI文本惯例。三问路径：Q1判定，读者阅读流畅，完全无需停顿或感知异样；Q2不适用。结论：Neutral，所有格式元素均符合目标地区惯例。,,ok
S164,PILOT-014,UI-004,UI文本,Medium,B,Audience Appropriateness,Neutral,取消是中文UI中Cancel的绝对标准译法，任何受众在任何软件场景下均无理解或接受障碍。三问路径：Q1判定，读者无需停顿、无感知异样，直接定级Neutral。结论：Neutral，无Audience问题。,Neutral,适配性核查：译文“取消”是中文软件界面中对应 Cancel 的标准通用译法，符合所有主流产品的交互规范。语域/文化偏离说明：该表达在中文语境下自然、准确，无任何文化隐喻风险或语域失配。三问路径：Q1判定，目标受众阅读时无需停顿，理解即时完成。维度交叉备注：不涉及术语争议或跨维度一致性问题。结论：Neutral，内容完全适配目标受众与场景。,,ok
S165,PILOT-014,UI-004,UI文本,Medium,C,Terminology,Neutral,术语核查：本条为界面取消按钮。Cancel译为取消，为中文界面通用标准译法。替换测试：用户能准确识别取消操作，无理解障碍。三问路径：Q1判定，读者读过去无需停顿、无感知异样，直接定级Neutral。结论：Neutral，无术语问题。类型标注：无术语问题。,Neutral,术语核查：原文 Cancel 为通用 UI 操作动词，译文「取消」是中文界面标准对应译法，符合 GB/T 及主流操作系统/应用惯例。术语问题：未发现偏离。正确译法：取消。替换测试：用户阅读「取消」可即时识别为终止当前操作流程，无歧义、无陌生感，测试通过。三问路径：Q1 判定为无需停顿，直接定级 Neutral。维度交叉备注：本条仅评术语维度，不涉及语气或文案风格。结论：Neutral。类型标注：无术语问题。,,ok
S166,PILOT-014,UI-004,UI文本,Medium,C,Accuracy,Neutral,"原文核心命题完整：取消当前操作。""取消""准确对应""Cancel""，命题无损。
三问路径：Q1，读者无需停顿 → 定级 Neutral。",Neutral,"原文命题清单：①执行取消操作。译文表现判定：""取消""准确对应原文 Cancel 的命题内容，无增译、漏译或语义扭曲。三问路径：Q1 读过去完全无需停顿、无感知异样，直接定级 Neutral。结论：Neutral。",,ok
S167,PILOT-014,UI-004,UI文本,Medium,C,Locale Conventions,Neutral,本条为单字按钮文案，不含货币、日期、数字格式等locale敏感元素。三问路径：Q1判定，读者无需停顿、无感知异样，直接定级Neutral。结论：Neutral，无Locale问题。,Neutral,"格式元素核查：原文为UI按钮文本""Cancel""，译文""取消""为纯文本，不涉及数字、货币、日期、度量单位或特殊标点排版等本地化格式元素。偏离说明：未发现任何格式层面的偏离，译文符合简体中文UI文本惯例。三问路径：Q1判定，读者阅读流畅，完全无需停顿或感知异样；Q2不适用。结论：Neutral，所有格式元素均符合目标地区惯例。",,ok
S168,PILOT-014,UI-004,UI文本,Medium,C,Audience Appropriateness,Neutral,取消是中文UI中Cancel的绝对标准译法，任何受众在任何软件场景下均无理解或接受障碍。三问路径：Q1判定，读者无需停顿、无感知异样，直接定级Neutral。结论：Neutral，无Audience问题。,Neutral,适配性核查：译文“取消”是中文软件界面中对应英文“Cancel”的标准通用译法，符合中国用户操作习惯与认知预期。语域/文化偏离说明：该表达语域中性、正式度恰当，无任何文化隐喻、冒犯性或理解障碍。三问路径：Q1判定，目标受众阅读时无需停顿，理解即时完成；Q2不适用。维度交叉备注：无。结论：Neutral，内容在目标文化语境下自然恰当，无适配问题。,,ok
S169,PILOT-015,UI-002,UI文本,Low,A,Terminology,Neutral,术语核查：本条为界面状态提示语。Please wait为通用界面状态提示，非专有术语或品牌名；译为请稍候，为标准界面译法。替换测试：用户能理解等待状态，无理解障碍。三问路径：Q1判定，读者读过去无需停顿、无感知异样，直接定级Neutral。结论：Neutral，无术语问题。类型标注：无术语问题。,Neutral,术语核查：原文 'Please wait' 为通用 UI 提示语，非专有名词或行业术语。译文 '请稍候' 是中文软件界面中表示等待状态的标准惯用译法，符合本地化惯例。一致性检查：单条译文内无重复术语，不存在一致性问题。语义边界：译法准确对应原文语义，未发生扩大或缩小。三问路径：Q1 判定为无需停顿，用户阅读流畅无感知异样，直接定级 Neutral。结论：术语译法准确且符合惯例，无术语问题。类型标注：无术语问题。,,ok
